顧客ID,生年月日,性別,年齢,年齢層
C00009780,1994-09-05,女,31,30代
C00009561,1966-09-26,女,58,50代
C00018723,1994-04-22,女,31,30代
C00000392,1982-06-12,女,43,40代
C00014592,1983-11-18,男,41,40代
C00006944,1992-05-14,女,33,30代
C00005176,1981-07-02,男,44,40代
C00004309,1990-08-04,女,35,30代
C00008236,1978-05-05,女,47,40代
C00009907,1993-07-31,女,32,30代
C00018378,1993-07-24,女,32,30代
C00014762,1989-12-10,男,35,30代
C00005571,1981-11-17,その他・不明,43,40代
C00017533,1989-07-30,男,36,30代
C00009910,1963-04-30,男,62,60代以上
C00016895,1996-05-21,その他・不明,29,20代
C00014318,1980-04-26,男,45,40代
C00014359,1975-06-15,男,50,50代
C00010840,1957-11-06,女,67,60代以上
C00015723,2002-08-11,女,23,20代
C00010357,1984-09-17,女,41,40代
C00008444,1977-04-30,男,48,40代
C00018726,1995-09-20,女,29,20代
C00007114,1989-03-11,女,36,30代
C00016576,1981-05-11,女,44,40代
C00018690,1973-04-08,女,52,50代
C00008505,1991-01-07,男,34,30代
C00003402,1992-02-09,女,33,30代
C00002114,1988-12-09,男,36,30代
C00018267,1988-03-07,女,37,30代
C00016215,1976-10-28,女,48,40代
C00013216,1974-04-13,女,51,50代
C00003705,1986-06-12,女,39,30代
C00002298,1983-09-08,女,42,40代
C00012487,1956-04-14,男,69,60代以上
C00018604,1993-01-14,女,32,30代
C00012944,1986-07-12,女,39,30代
C00001020,1983-07-18,男,42,40代
C00015182,1999-10-16,女,25,20代
C00002385,1984-11-11,女,40,40代
C00004233,1976-11-25,女,48,40代
C00004112,1998-10-28,女,26,20代
C00014196,1994-03-24,女,31,30代
C00001433,1990-04-16,女,35,30代
C00009883,1991-08-09,その他・不明,34,30代
C00014849,1958-12-24,女,66,60代以上
C00001231,1977-06-20,女,48,40代
C00007912,2001-05-13,女,24,20代
C00007710,1985-05-10,男,40,40代
C00004645,1999-11-20,男,25,20代
C00012980,1990-03-13,男,35,30代
C00010233,1988-09-04,女,37,30代
C00000274,1981-12-02,男,43,40代
C00010746,1960-03-01,男,65,60代以上
C00000989,2002-01-31,女,23,20代
C00010850,1984-03-18,男,41,40代
C00011838,1984-01-16,男,41,40代
C00011853,1984-03-18,女,41,40代
C00001338,1999-01-15,女,26,20代
C00013343,1979-03-28,男,46,40代
C00016882,1998-06-01,女,27,20代
C00003639,1975-09-28,女,49,40代
C00015413,1991-04-15,女,34,30代
C00009606,1983-07-09,女,42,40代
C00014962,1981-09-12,女,44,40代
C00012182,1977-07-31,男,48,40代
C00010477,1949-01-27,男,76,60代以上
C00008564,1989-10-10,女,35,30代
C00013628,1989-07-21,女,36,30代
C00015957,1969-07-05,女,56,50代
C00000743,1985-09-09,男,40,40代
C00001665,1981-09-28,女,43,40代
C00010884,2003-04-26,その他・不明,22,20代
C00018382,1988-09-15,男,37,30代
C00017602,2002-05-20,男,23,20代
C00000802,1988-10-06,男,36,30代
C00010296,1983-09-27,男,41,40代
C00016752,1991-01-12,女,34,30代
C00007347,1997-01-20,女,28,20代
C00014663,1980-11-03,女,44,40代
C00009245,1992-06-25,女,33,30代
C00006675,1991-04-15,女,34,30代
C00018868,1982-07-15,女,43,40代
C00007527,1959-02-28,男,66,60代以上
C00011281,1991-12-15,男,33,30代
C00007385,2011-05-02,女,14,10代未満
C00016027,1979-05-15,女,46,40代
C00014841,1996-05-25,男,29,20代
C00001442,2000-06-29,その他・不明,25,20代
C00006115,1959-12-24,男,65,60代以上
C00004264,1996-01-06,女,29,20代
C00002835,1988-03-23,女,37,30代
C00010068,1985-12-23,男,39,30代
C00013146,1946-11-12,女,78,60代以上
C00011835,1995-09-27,男,29,20代
C00012812,1958-08-01,男,67,60代以上
C00009598,1967-10-13,その他・不明,57,50代
C00000663,1989-09-21,女,35,30代
C00003710,1981-02-01,女,44,40代
C00009495,1987-05-08,女,38,30代
C00014655,1997-08-28,男,28,20代
C00005575,1987-08-24,女,38,30代
C00003043,1993-04-27,男,32,30代
C00010928,1996-10-22,女,28,20代
C00000209,2002-06-14,男,23,20代
C00014613,1995-08-01,男,30,30代
C00002885,2000-11-04,男,24,20代
C00011386,1968-03-26,男,57,50代
C00000216,2006-08-08,男,19,10代未満
C00013491,1991-10-18,男,33,30代
C00012703,2001-03-01,女,24,20代
C00014902,1991-02-14,男,34,30代
C00017380,1991-05-01,男,34,30代
C00013798,1991-11-09,男,33,30代
C00006883,1993-06-08,女,32,30代
C00006503,2004-06-05,女,21,20代
C00010204,2011-05-10,男,14,10代未満
C00010403,1984-12-14,女,40,40代
C00013993,1985-05-20,男,40,40代
C00007266,1996-01-15,女,29,20代
C00012636,2006-07-08,女,19,10代未満
C00000861,1977-12-23,女,47,40代
C00001948,1965-05-29,女,60,60代以上
C00005794,2003-06-14,女,22,20代
C00011473,1999-05-02,女,26,20代
C00009623,1983-12-05,女,41,40代
C00007969,1988-09-13,男,37,30代
C00017399,1982-06-21,男,43,40代
C00010846,1992-11-06,女,32,30代
C00008870,1976-09-19,男,48,40代
C00007384,1969-06-13,男,56,50代
C00014714,1986-08-11,女,39,30代
C00010440,1985-03-14,女,40,40代
C00012053,1981-03-02,女,44,40代
C00000209,2002-06-14,男,23,20代
C00001260,1964-09-25,女,60,60代以上
C00011472,1980-08-15,女,45,40代
C00004239,1993-02-06,男,32,30代
C00014592,1983-11-18,男,41,40代
C00009355,1988-03-29,女,37,30代
C00004472,1993-04-05,男,32,30代
C00016111,2005-10-19,男,19,10代未満
C00004511,2008-06-20,女,17,10代未満
C00000749,1992-03-04,女,33,30代
C00018178,1993-10-28,女,31,30代
C00014961,1984-05-20,女,41,40代
C00010547,1992-09-07,女,33,30代
C00001203,1995-07-18,男,30,30代
C00001319,1976-11-15,男,48,40代
C00018147,1992-10-14,男,32,30代
C00002077,2006-04-14,女,19,10代未満
C00015772,1988-03-15,男,37,30代
C00017602,2002-05-20,男,23,20代
C00018352,1980-09-04,女,45,40代
C00004800,2000-04-30,女,25,20代
C00001107,1995-08-10,女,30,30代
C00006522,1994-12-15,男,30,30代
C00016393,1990-09-19,女,34,30代
C00012033,1997-01-07,男,28,20代
C00001649,2009-03-19,男,16,10代未満
C00001334,1988-02-25,女,37,30代
C00006652,2005-05-23,男,20,20代
C00015915,1989-09-20,男,35,30代
C00009088,2002-01-26,男,23,20代
C00012250,1981-06-07,女,44,40代
C00012128,1977-09-01,女,48,40代
C00003844,1986-12-08,女,38,30代
C00017921,2001-04-04,女,24,20代
C00007490,1975-04-04,女,50,50代
C00002956,2001-08-10,女,24,20代
C00002812,2009-04-24,女,16,10代未満
C00008564,1989-10-10,女,35,30代
C00018210,1992-12-28,その他・不明,32,30代
C00012646,2005-09-04,男,20,20代
C00006563,1972-01-22,男,53,50代
C00015388,1982-10-15,女,42,40代
C00009163,1998-07-01,女,27,20代
C00016346,1974-04-27,男,51,50代
C00001624,1991-12-24,女,33,30代
C00018100,1998-06-29,男,27,20代
C00015464,2001-07-28,男,24,20代
C00015406,1948-12-24,女,76,60代以上
C00000463,1985-05-20,女,40,40代
C00013156,2011-02-12,男,14,10代未満
C00000610,2001-05-23,女,24,20代
C00016159,1994-05-25,女,31,30代
C00004133,1979-10-20,女,45,40代
C00013594,1984-10-20,女,40,40代
C00017090,1989-06-24,女,36,30代
C00014854,2010-05-01,女,15,10代未満
C00012816,1963-10-12,男,61,60代以上
C00006909,1974-11-07,女,50,50代
C00014502,1984-10-19,男,40,40代
C00004823,1975-03-24,女,50,50代
C00007630,1985-11-21,女,39,30代
C00014721,1964-04-12,女,61,60代以上
C00001857,1979-06-09,男,46,40代
C00000025,1983-12-22,男,41,40代
C00002872,1990-12-03,女,34,30代
C00016334,2010-02-21,女,15,10代未満
C00011509,1987-06-06,男,38,30代
C00002962,1998-09-09,女,27,20代
C00012809,1986-12-20,女,38,30代
C00009163,1998-07-01,女,27,20代
C00004056,1969-12-30,女,55,50代
C00009606,1983-07-09,女,42,40代
C00003054,1977-03-24,女,48,40代
C00000141,1979-06-21,男,46,40代
C00008229,1992-03-22,女,33,30代
C00012165,1985-07-02,女,40,40代
C00002949,1990-04-18,女,35,30代
C00011203,1980-12-04,女,44,40代
C00002986,2011-04-21,女,14,10代未満
C00006550,1953-02-04,男,72,60代以上
C00009858,1997-07-24,女,28,20代
C00000173,1985-07-26,女,40,40代
C00001889,1984-03-04,男,41,40代
C00006039,1990-10-24,女,34,30代
C00018758,1965-09-26,男,59,50代
C00008692,2000-08-02,男,25,20代
C00010393,1987-05-31,女,38,30代
C00018449,1983-12-08,女,41,40代
C00002054,2001-06-05,女,24,20代
C00018776,1983-01-23,女,42,40代
C00009625,2004-05-19,その他・不明,21,20代
C00013732,1989-05-12,女,36,30代
C00017222,1991-10-27,男,33,30代
C00005716,2000-08-25,男,25,20代
C00016610,1983-08-27,女,42,40代
C00008367,1943-03-23,女,82,60代以上
C00014773,1993-12-01,男,31,30代
C00000958,1956-09-04,女,69,60代以上
C00017129,1989-11-14,男,35,30代
C00016426,1990-12-01,女,34,30代
C00015025,1991-03-13,男,34,30代
C00011554,1993-11-14,女,31,30代
C00006342,1986-04-05,女,39,30代
C00014948,1991-10-13,女,33,30代
C00002811,1965-11-13,男,59,50代
C00003698,1974-08-05,女,51,50代
C00004674,1985-06-02,男,40,40代
C00017733,1984-08-15,女,41,40代
C00008111,1988-06-17,女,37,30代
C00001679,1992-04-07,その他・不明,33,30代
C00005962,1990-01-14,男,35,30代
C00001382,1980-12-03,女,44,40代
C00000016,1988-08-05,女,37,30代
C00000181,2006-04-28,女,19,10代未満
C00002446,1994-07-31,男,31,30代
C00011132,1994-10-17,女,30,30代
C00007611,1996-12-09,女,28,20代
C00000417,2011-03-31,女,14,10代未満
C00012932,1976-04-24,女,49,40代
C00017439,1967-04-22,女,58,50代
C00004470,1986-11-15,女,38,30代
C00011279,1981-02-10,女,44,40代
C00005941,1984-08-06,女,41,40代
C00013526,1991-08-13,女,34,30代
C00010134,1989-01-29,女,36,30代
C00012265,1997-03-29,女,28,20代
C00017473,1981-06-11,女,44,40代
C00006071,1970-09-06,女,55,50代
C00010547,1992-09-07,女,33,30代
C00000366,1999-07-30,その他・不明,26,20代
C00016436,1944-10-03,女,80,60代以上
C00008355,1991-07-04,その他・不明,34,30代
C00015218,1995-09-25,女,29,20代
C00006070,2007-04-19,男,18,10代未満
C00003864,1995-12-20,女,29,20代
C00015849,1991-09-23,女,33,30代
C00009344,1996-11-07,男,28,20代
C00002016,1983-08-21,男,42,40代
C00006986,1992-12-30,女,32,30代
C00016730,1988-07-03,女,37,30代
C00011357,1968-12-11,女,56,50代
C00010579,1992-06-30,女,33,30代
C00001799,2000-12-12,女,24,20代
C00018770,1998-05-24,男,27,20代
C00008125,1980-07-13,男,45,40代
C00008372,1997-10-15,女,27,20代
C00012786,1999-09-22,女,25,20代
C00008675,1966-03-25,男,59,50代
C00006944,1992-05-14,女,33,30代
C00003435,2000-01-27,男,25,20代
C00003103,1978-09-28,男,46,40代
C00003140,2004-05-30,女,21,20代
C00001254,1982-03-25,男,43,40代
C00005930,2007-09-14,男,18,10代未満
C00018219,2001-11-05,女,23,20代
C00012583,1996-07-15,女,29,20代
C00008512,1983-08-20,女,42,40代
C00007700,1996-10-24,男,28,20代
C00008876,1964-08-03,男,61,60代以上
C00001980,1994-06-01,男,31,30代
C00018311,1994-09-19,女,30,30代
C00015485,1989-10-20,その他・不明,35,30代
C00011245,1996-06-07,男,29,20代
C00001587,1974-05-15,男,51,50代
C00015742,1989-02-24,男,36,30代
C00009927,1983-07-16,女,42,40代
C00011056,1991-11-07,男,33,30代
C00011935,2009-02-01,女,16,10代未満
C00003021,1974-10-26,女,50,50代
C00005187,1998-06-13,男,27,20代
C00009128,1983-10-20,男,41,40代
C00012733,1983-10-13,女,41,40代
C00010403,1984-12-14,女,40,40代
C00003641,2000-05-18,男,25,20代
C00002617,1990-11-13,男,34,30代
C00005054,1975-07-07,女,50,50代
C00001118,1992-07-19,男,33,30代
C00013869,1978-05-04,男,47,40代
C00010460,1988-07-12,その他・不明,37,30代
C00004507,1974-06-20,女,51,50代
C00019023,1982-06-23,女,43,40代
C00016631,2002-02-13,男,23,20代
C00013066,2008-12-23,女,16,10代未満
C00016491,2003-05-05,男,22,20代
C00004574,1993-12-29,男,31,30代
C00014322,1996-07-14,女,29,20代
C00005757,1985-08-02,女,40,40代
C00017905,1965-01-12,女,60,60代以上
C00006498,1955-06-06,女,70,60代以上
C00014038,1976-05-12,女,49,40代
C00016569,1997-01-25,女,28,20代
C00013783,1971-12-30,女,53,50代
C00015264,1974-06-07,女,51,50代
C00011554,1993-11-14,女,31,30代
C00003890,1997-02-24,女,28,20代
C00015734,1984-07-03,女,41,40代
C00002509,1974-02-05,女,51,50代
C00003144,1962-06-03,女,63,60代以上
C00006092,1996-09-18,男,29,20代
C00011971,1989-01-22,男,36,30代
C00012730,1985-08-08,男,40,40代
C00014555,1972-05-21,女,53,50代
C00018821,1990-10-04,女,34,30代
C00004283,1998-02-16,男,27,20代
C00004511,2008-06-20,女,17,10代未満
C00016945,2005-03-29,女,20,20代
C00011044,1982-08-31,男,43,40代
C00013041,1993-02-28,女,32,30代
C00004109,1989-01-12,女,36,30代
C00007572,1972-02-19,女,53,50代
C00017722,1995-04-13,女,30,30代
C00008320,1984-08-09,女,41,40代
C00014875,2010-08-31,女,15,10代未満
C00014465,1983-12-06,女,41,40代
C00015938,1983-04-27,女,42,40代
C00011131,1997-02-21,女,28,20代
C00001493,1975-07-14,女,50,50代
C00016716,1984-08-08,女,41,40代
C00008469,1983-08-06,女,42,40代
C00008267,1977-12-03,女,47,40代
C00014936,1980-04-30,女,45,40代
C00005512,1964-04-14,女,61,60代以上
C00009119,1989-05-22,男,36,30代
C00006589,1984-11-12,女,40,40代
C00018738,2005-07-20,女,20,20代
C00002420,1986-11-22,男,38,30代
C00007810,1987-03-09,女,38,30代
C00013144,1996-06-26,その他・不明,29,20代
C00005623,1993-09-28,女,31,30代
C00006667,1980-04-01,女,45,40代
C00014385,1986-07-25,女,39,30代
C00003119,1994-07-17,女,31,30代
C00008995,1981-03-22,女,44,40代
C00001338,1999-01-15,女,26,20代
C00010297,1982-07-31,女,43,40代
C00011426,2000-11-30,女,24,20代
C00008664,1980-01-21,女,45,40代
C00001161,1993-04-06,男,32,30代
C00015685,1994-08-18,女,31,30代
C00011160,1981-06-20,女,44,40代
C00017429,1992-10-26,男,32,30代
C00012703,2001-03-01,女,24,20代
C00010015,1992-11-10,男,32,30代
C00013732,1989-05-12,女,36,30代
C00018608,1986-03-14,女,39,30代
C00006677,1988-01-24,女,37,30代
C00016265,1970-05-02,女,55,50代
C00000141,1979-06-21,男,46,40代
C00006123,1992-01-29,女,33,30代
C00010354,1970-07-30,男,55,50代
C00006147,2004-08-21,男,21,20代
C00005689,1981-05-21,男,44,40代
C00018719,2006-08-31,男,19,10代未満
C00015618,1988-10-18,女,36,30代
C00017674,1985-02-04,女,40,40代
C00005842,1999-03-24,男,26,20代
C00016540,1978-10-18,女,46,40代
C00005609,2010-12-31,女,14,10代未満
C00008431,1965-02-28,女,60,60代以上
C00003980,1984-07-23,男,41,40代
C00013697,1984-01-15,男,41,40代
C00018614,1990-07-17,男,35,30代
C00016699,1998-01-03,女,27,20代
C00006072,1994-08-26,女,31,30代
C00017466,2002-05-16,女,23,20代
C00004271,1996-02-21,女,29,20代
C00006415,1997-12-28,女,27,20代
C00018428,1996-01-11,女,29,20代
C00016470,1988-03-23,男,37,30代
C00006303,1996-12-02,女,28,20代
C00006407,1991-05-10,男,34,30代
C00004954,2001-12-04,女,23,20代
C00011515,1996-03-31,男,29,20代
C00017853,1978-09-20,男,46,40代
C00016169,2004-08-26,女,21,20代
C00004628,2000-01-18,女,25,20代
C00014789,1987-02-03,男,38,30代
C00005727,1998-06-12,男,27,20代
C00009490,2004-01-15,女,21,20代
C00015722,1980-10-27,男,44,40代
C00003255,1992-09-15,女,33,30代
C00001161,1993-04-06,男,32,30代
C00006101,1986-02-02,女,39,30代
C00000682,1999-08-22,女,26,20代
C00008029,1990-04-10,その他・不明,35,30代
C00017381,2002-07-04,女,23,20代
C00018202,1987-05-29,女,38,30代
C00005116,1976-11-22,女,48,40代
C00018773,1998-09-30,男,26,20代
C00014416,1983-05-10,女,42,40代
C00016846,1985-01-13,女,40,40代
C00001584,1988-05-27,女,37,30代
C00007014,1983-10-23,女,41,40代
C00012191,1977-09-19,男,47,40代
C00003939,1968-12-10,女,56,50代
C00013980,1982-05-15,男,43,40代
C00015054,1999-11-24,女,25,20代
C00007921,1977-09-14,女,48,40代
C00011819,1987-07-26,その他・不明,38,30代
C00003214,2000-11-19,女,24,20代
C00005598,1955-01-05,男,70,60代以上
C00007502,1983-07-07,女,42,40代
C00008322,1979-12-05,男,45,40代
C00016911,2000-01-25,女,25,20代
C00004927,1980-11-08,女,44,40代
C00017585,1999-06-08,女,26,20代
C00005275,1994-11-21,女,30,30代
C00013707,1988-02-19,その他・不明,37,30代
C00004418,1984-08-17,男,41,40代
C00002550,1988-02-02,男,37,30代
C00010169,1985-02-21,女,40,40代
C00008252,1955-02-11,女,70,60代以上
C00003352,2006-04-13,女,19,10代未満
C00001756,1977-09-18,男,48,40代
C00013594,1984-10-20,女,40,40代
C00017187,2000-02-26,女,25,20代
C00004499,1955-10-10,男,69,60代以上
C00011241,2010-02-28,女,15,10代未満
C00013719,1986-12-20,男,38,30代
C00006917,1991-04-23,その他・不明,34,30代
C00000585,1977-02-14,女,48,40代
C00017094,1989-07-30,男,36,30代
C00015547,2006-07-14,女,19,10代未満
C00000826,1948-05-04,男,77,60代以上
C00002798,1998-03-14,女,27,20代
C00016035,1992-05-09,男,33,30代
C00010475,1990-03-06,女,35,30代
C00017392,2005-09-25,男,19,10代未満
C00002185,1998-11-08,男,26,20代
C00016865,1991-06-13,女,34,30代
C00015329,1997-12-23,女,27,20代
C00015938,1983-04-27,女,42,40代
C00012122,1992-07-31,女,33,30代
C00006500,2007-05-20,男,18,10代未満
C00001800,2010-03-12,男,15,10代未満
C00009507,1999-04-08,女,26,20代
C00009143,1979-04-28,女,46,40代
C00012939,1979-01-15,女,46,40代
C00018405,1986-08-18,女,39,30代
C00018668,2010-06-08,その他・不明,15,10代未満
C00018051,2002-07-21,男,23,20代
C00000703,2001-03-05,女,24,20代
C00015516,1985-01-23,男,40,40代
C00016130,1990-11-23,女,34,30代
C00008452,1976-04-21,女,49,40代
C00006651,1997-03-03,男,28,20代
C00018844,2008-01-07,女,17,10代未満
C00004264,1996-01-06,女,29,20代
C00017535,2007-01-14,男,18,10代未満
C00011110,1973-10-29,女,51,50代
C00009761,1982-05-15,男,43,40代
C00010018,1985-04-13,男,40,40代
C00007969,1988-09-13,男,37,30代
C00008447,1975-01-20,女,50,50代
C00008125,1980-07-13,男,45,40代
C00012965,2003-09-30,女,21,20代
C00004319,1994-09-03,女,31,30代
C00016106,1993-08-21,女,32,30代
C00002888,1975-08-31,女,50,50代
C00005275,1994-11-21,女,30,30代
C00013440,1998-09-04,女,27,20代
C00002616,1993-04-28,男,32,30代
C00002181,2009-03-15,女,16,10代未満
C00003770,1978-11-21,女,46,40代
C00011640,1983-10-27,女,41,40代
C00009861,1988-10-10,女,36,30代
C00016647,1989-12-18,男,35,30代
C00014901,1997-09-17,男,28,20代
C00018130,1984-08-11,男,41,40代
C00006760,2010-10-24,女,14,10代未満
C00006214,1999-05-23,女,26,20代
C00001919,1996-06-09,男,29,20代
C00000705,1979-07-25,その他・不明,46,40代
C00010429,1991-10-20,男,33,30代
C00008349,1981-03-25,女,44,40代
C00005087,1997-11-24,女,27,20代
C00005698,2000-10-23,女,24,20代
C00013085,2003-03-19,男,22,20代
C00007848,1995-06-04,女,30,30代
C00006497,1999-02-10,女,26,20代
C00002658,1972-02-28,女,53,50代
C00002165,1990-06-03,女,35,30代
C00017346,2006-11-29,男,18,10代未満
C00017391,1983-08-15,女,42,40代
C00002389,2010-10-19,女,14,10代未満
C00010488,1984-02-01,男,41,40代
C00009877,1992-08-17,女,33,30代
C00011896,2008-06-24,男,17,10代未満
C00009789,1955-02-27,男,70,60代以上
C00016204,2010-06-09,女,15,10代未満
C00017399,1982-06-21,男,43,40代
C00009846,1993-04-04,女,32,30代
C00010325,1975-09-06,男,50,50代
C00017154,1980-05-19,男,45,40代
C00003601,1991-01-01,女,34,30代
C00016798,1999-12-09,女,25,20代
C00017112,1990-01-15,男,35,30代
C00004470,1986-11-15,女,38,30代
C00018015,1988-07-22,男,37,30代
C00006944,1992-05-14,女,33,30代
C00016986,1988-05-01,女,37,30代
C00001781,1953-09-18,その他・不明,72,60代以上
C00013653,2001-02-26,男,24,20代
C00011309,1983-12-11,女,41,40代
C00006199,1978-07-02,男,47,40代
C00018500,1991-07-20,女,34,30代
C00018615,2009-11-29,その他・不明,15,10代未満
C00006980,2000-12-02,女,24,20代
C00014304,1988-06-26,男,37,30代
C00006419,1996-08-14,男,29,20代
C00009112,1979-01-14,女,46,40代
C00011483,1980-07-06,男,45,40代
C00009824,1978-11-26,女,46,40代
C00004600,1992-06-16,女,33,30代
C00008427,1999-10-06,女,25,20代
C00008044,2011-04-17,男,14,10代未満
